400186733, 1.552426, 0.02, 1, 2.004918 
400186733, 1.554818, 0.04, 1, 2.009718 
400186733, 1.557131, 0.06, 1, 2.014403 
400186733, 1.559371, 0.08, 1, 2.018979 
400186733, 1.571330, 0.20, 1, 2.044253 
400186733, 1.579673, 0.30, 1, 2.062959 
400186733, 1.593060, 0.50, 1, 2.095655 
400186733, 1.603245, 0.70, 1, 2.123903 
400186733, 1.611313, 0.90, 1, 2.149348 
400186733, 1.644933, 2, 1, 2.284572 
400186733, 1.658048, 2.300000, 1, 2.335309 
400186733, 1.670232, 2.500000, 1, 2.378974 
400186733, 1.698488, 2.800000, 1, 2.472287 
400186733, 1.729661, 3, 1, 2.568964 
400186733, 1.820188, 3.300000, 1, 2.835979 
400186733, 1.959596, 3.500000, 1, 3.236022 
400186733, 2.826921, 3.800000, 1, 5.724626 
400186733, 4.414500, 3.900000, 1, 10.357412 
400186733, 5.230017, 3.920000, 1, 12.756519 
400186733, 6.603810, 3.940000, 1, 16.808793 
400186733, 9.325464, 3.960000, 1, 24.862878 
400186733, 17.172140, 3.980000, 1, 48.149101 
400186733, 31.578517, 3.990000, 1, 90.944833 





